material_id,M_element,Ru_fraction,M_fraction,nominal_formula,adsorption_site_index,h2o_structure_file,parent_slab_file,notes
MAT_059,Mn,0.4,0.6,Ru0.40Mn0.60Ox,1,data\h2o_adsorbates\MAT_059_H2O_site1.cif,data\substituted_slabs\MAT_059_110_slab.cif,H2O adsorption structure
MAT_059,Mn,0.4,0.6,Ru0.40Mn0.60Ox,2,data\h2o_adsorbates\MAT_059_H2O_site2.cif,data\substituted_slabs\MAT_059_110_slab.cif,H2O adsorption structure
MAT_060,Mn,0.2,0.8,Ru0.20Mn0.80Ox,0,data\h2o_adsorbates\MAT_060_H2O_site0.cif,data\substituted_slabs\MAT_060_110_slab.cif,H2O adsorption structure
MAT_060,Mn,0.2,0.8,Ru0.20Mn0.80Ox,1,data\h2o_adsorbates\MAT_060_H2O_site1.cif,data\substituted_slabs\MAT_060_110_slab.cif,H2O adsorption structure
MAT_060,Mn,0.2,0.8,Ru0.20Mn0.80Ox,2,data\h2o_adsorbates\MAT_060_H2O_site2.cif,data\substituted_slabs\MAT_060_110_slab.cif,H2O adsorption structure
MAT_062,Fe,0.8,0.1999999999999999,Ru0.80Fe0.20Ox,0,data\h2o_adsorbates\MAT_062_H2O_site0.cif,data\substituted_slabs\MAT_062_110_slab.cif,H2O adsorption structure
MAT_062,Fe,0.8,0.1999999999999999,Ru0.80Fe0.20Ox,1,data\h2o_adsorbates\MAT_062_H2O_site1.cif,data\substituted_slabs\MAT_062_110_slab.cif,H2O adsorption structure
MAT_062,Fe,0.8,0.1999999999999999,Ru0.80Fe0.20Ox,2,data\h2o_adsorbates\MAT_062_H2O_site2.cif,data\substituted_slabs\MAT_062_110_slab.cif,H2O adsorption structure
MAT_063,Fe,0.6,0.4,Ru0.60Fe0.40Ox,0,data\h2o_adsorbates\MAT_063_H2O_site0.cif,data\substituted_slabs\MAT_063_110_slab.cif,H2O adsorption structure
MAT_063,Fe,0.6,0.4,Ru0.60Fe0.40Ox,1,data\h2o_adsorbates\MAT_063_H2O_site1.cif,data\substituted_slabs\MAT_063_110_slab.cif,H2O adsorption structure
MAT_063,Fe,0.6,0.4,Ru0.60Fe0.40Ox,2,data\h2o_adsorbates\MAT_063_H2O_site2.cif,data\substituted_slabs\MAT_063_110_slab.cif,H2O adsorption structure
MAT_064,Fe,0.4,0.6,Ru0.40Fe0.60Ox,0,data\h2o_adsorbates\MAT_064_H2O_site0.cif,data\substituted_slabs\MAT_064_110_slab.cif,H2O adsorption structure
MAT_064,Fe,0.4,0.6,Ru0.40Fe0.60Ox,1,data\h2o_adsorbates\MAT_064_H2O_site1.cif,data\substituted_slabs\MAT_064_110_slab.cif,H2O adsorption structure
MAT_064,Fe,0.4,0.6,Ru0.40Fe0.60Ox,2,data\h2o_adsorbates\MAT_064_H2O_site2.cif,data\substituted_slabs\MAT_064_110_slab.cif,H2O adsorption structure
MAT_065,Fe,0.2,0.8,Ru0.20Fe0.80Ox,0,data\h2o_adsorbates\MAT_065_H2O_site0.cif,data\substituted_slabs\MAT_065_110_slab.cif,H2O adsorption structure
MAT_065,Fe,0.2,0.8,Ru0.20Fe0.80Ox,1,data\h2o_adsorbates\MAT_065_H2O_site1.cif,data\substituted_slabs\MAT_065_110_slab.cif,H2O adsorption structure
MAT_065,Fe,0.2,0.8,Ru0.20Fe0.80Ox,2,data\h2o_adsorbates\MAT_065_H2O_site2.cif,data\substituted_slabs\MAT_065_110_slab.cif,H2O adsorption structure
MAT_067,Co,0.8,0.1999999999999999,Ru0.80Co0.20Ox,0,data\h2o_adsorbates\MAT_067_H2O_site0.cif,data\substituted_slabs\MAT_067_110_slab.cif,H2O adsorption structure
MAT_067,Co,0.8,0.1999999999999999,Ru0.80Co0.20Ox,1,data\h2o_adsorbates\MAT_067_H2O_site1.cif,data\substituted_slabs\MAT_067_110_slab.cif,H2O adsorption structure
MAT_067,Co,0.8,0.1999999999999999,Ru0.80Co0.20Ox,2,data\h2o_adsorbates\MAT_067_H2O_site2.cif,data\substituted_slabs\MAT_067_110_slab.cif,H2O adsorption structure
MAT_068,Co,0.6,0.4,Ru0.60Co0.40Ox,0,data\h2o_adsorbates\MAT_068_H2O_site0.cif,data\substituted_slabs\MAT_068_110_slab.cif,H2O adsorption structure
MAT_068,Co,0.6,0.4,Ru0.60Co0.40Ox,1,data\h2o_adsorbates\MAT_068_H2O_site1.cif,data\substituted_slabs\MAT_068_110_slab.cif,H2O adsorption structure
MAT_068,Co,0.6,0.4,Ru0.60Co0.40Ox,2,data\h2o_adsorbates\MAT_068_H2O_site2.cif,data\substituted_slabs\MAT_068_110_slab.cif,H2O adsorption structure
MAT_069,Co,0.4,0.6,Ru0.40Co0.60Ox,0,data\h2o_adsorbates\MAT_069_H2O_site0.cif,data\substituted_slabs\MAT_069_110_slab.cif,H2O adsorption structure
MAT_069,Co,0.4,0.6,Ru0.40Co0.60Ox,1,data\h2o_adsorbates\MAT_069_H2O_site1.cif,data\substituted_slabs\MAT_069_110_slab.cif,H2O adsorption structure
MAT_069,Co,0.4,0.6,Ru0.40Co0.60Ox,2,data\h2o_adsorbates\MAT_069_H2O_site2.cif,data\substituted_slabs\MAT_069_110_slab.cif,H2O adsorption structure
MAT_070,Co,0.2,0.8,Ru0.20Co0.80Ox,0,data\h2o_adsorbates\MAT_070_H2O_site0.cif,data\substituted_slabs\MAT_070_110_slab.cif,H2O adsorption structure
MAT_070,Co,0.2,0.8,Ru0.20Co0.80Ox,1,data\h2o_adsorbates\MAT_070_H2O_site1.cif,data\substituted_slabs\MAT_070_110_slab.cif,H2O adsorption structure
MAT_070,Co,0.2,0.8,Ru0.20Co0.80Ox,2,data\h2o_adsorbates\MAT_070_H2O_site2.cif,data\substituted_slabs\MAT_070_110_slab.cif,H2O adsorption structure
MAT_072,Ni,0.8,0.1999999999999999,Ru0.80Ni0.20Ox,0,data\h2o_adsorbates\MAT_072_H2O_site0.cif,data\substituted_slabs\MAT_072_110_slab.cif,H2O adsorption structure
MAT_072,Ni,0.8,0.1999999999999999,Ru0.80Ni0.20Ox,1,data\h2o_adsorbates\MAT_072_H2O_site1.cif,data\substituted_slabs\MAT_072_110_slab.cif,H2O adsorption structure
MAT_072,Ni,0.8,0.1999999999999999,Ru0.80Ni0.20Ox,2,data\h2o_adsorbates\MAT_072_H2O_site2.cif,data\substituted_slabs\MAT_072_110_slab.cif,H2O adsorption structure
MAT_073,Ni,0.6,0.4,Ru0.60Ni0.40Ox,0,data\h2o_adsorbates\MAT_073_H2O_site0.cif,data\substituted_slabs\MAT_073_110_slab.cif,H2O adsorption structure
MAT_073,Ni,0.6,0.4,Ru0.60Ni0.40Ox,1,data\h2o_adsorbates\MAT_073_H2O_site1.cif,data\substituted_slabs\MAT_073_110_slab.cif,H2O adsorption structure
MAT_073,Ni,0.6,0.4,Ru0.60Ni0.40Ox,2,data\h2o_adsorbates\MAT_073_H2O_site2.cif,data\substituted_slabs\MAT_073_110_slab.cif,H2O adsorption structure
MAT_074,Ni,0.4,0.6,Ru0.40Ni0.60Ox,0,data\h2o_adsorbates\MAT_074_H2O_site0.cif,data\substituted_slabs\MAT_074_110_slab.cif,H2O adsorption structure
MAT_074,Ni,0.4,0.6,Ru0.40Ni0.60Ox,1,data\h2o_adsorbates\MAT_074_H2O_site1.cif,data\substituted_slabs\MAT_074_110_slab.cif,H2O adsorption structure
MAT_074,Ni,0.4,0.6,Ru0.40Ni0.60Ox,2,data\h2o_adsorbates\MAT_074_H2O_site2.cif,data\substituted_slabs\MAT_074_110_slab.cif,H2O adsorption structure
MAT_075,Ni,0.2,0.8,Ru0.20Ni0.80Ox,0,data\h2o_adsorbates\MAT_075_H2O_site0.cif,data\substituted_slabs\MAT_075_110_slab.cif,H2O adsorption structure
MAT_075,Ni,0.2,0.8,Ru0.20Ni0.80Ox,1,data\h2o_adsorbates\MAT_075_H2O_site1.cif,data\substituted_slabs\MAT_075_110_slab.cif,H2O adsorption structure
MAT_075,Ni,0.2,0.8,Ru0.20Ni0.80Ox,2,data\h2o_adsorbates\MAT_075_H2O_site2.cif,data\substituted_slabs\MAT_075_110_slab.cif,H2O adsorption structure
MAT_077,Cu,0.8,0.1999999999999999,Ru0.80Cu0.20Ox,0,data\h2o_adsorbates\MAT_077_H2O_site0.cif,data\substituted_slabs\MAT_077_110_slab.cif,H2O adsorption structure
MAT_077,Cu,0.8,0.1999999999999999,Ru0.80Cu0.20Ox,1,data\h2o_adsorbates\MAT_077_H2O_site1.cif,data\substituted_slabs\MAT_077_110_slab.cif,H2O adsorption structure
MAT_077,Cu,0.8,0.1999999999999999,Ru0.80Cu0.20Ox,2,data\h2o_adsorbates\MAT_077_H2O_site2.cif,data\substituted_slabs\MAT_077_110_slab.cif,H2O adsorption structure
MAT_078,Cu,0.6,0.4,Ru0.60Cu0.40Ox,0,data\h2o_adsorbates\MAT_078_H2O_site0.cif,data\substituted_slabs\MAT_078_110_slab.cif,H2O adsorption structure
MAT_078,Cu,0.6,0.4,Ru0.60Cu0.40Ox,1,data\h2o_adsorbates\MAT_078_H2O_site1.cif,data\substituted_slabs\MAT_078_110_slab.cif,H2O adsorption structure
MAT_078,Cu,0.6,0.4,Ru0.60Cu0.40Ox,2,data\h2o_adsorbates\MAT_078_H2O_site2.cif,data\substituted_slabs\MAT_078_110_slab.cif,H2O adsorption structure
MAT_079,Cu,0.4,0.6,Ru0.40Cu0.60Ox,0,data\h2o_adsorbates\MAT_079_H2O_site0.cif,data\substituted_slabs\MAT_079_110_slab.cif,H2O adsorption structure
MAT_079,Cu,0.4,0.6,Ru0.40Cu0.60Ox,1,data\h2o_adsorbates\MAT_079_H2O_site1.cif,data\substituted_slabs\MAT_079_110_slab.cif,H2O adsorption structure
MAT_079,Cu,0.4,0.6,Ru0.40Cu0.60Ox,2,data\h2o_adsorbates\MAT_079_H2O_site2.cif,data\substituted_slabs\MAT_079_110_slab.cif,H2O adsorption structure
MAT_080,Cu,0.2,0.8,Ru0.20Cu0.80Ox,0,data\h2o_adsorbates\MAT_080_H2O_site0.cif,data\substituted_slabs\MAT_080_110_slab.cif,H2O adsorption structure
MAT_080,Cu,0.2,0.8,Ru0.20Cu0.80Ox,1,data\h2o_adsorbates\MAT_080_H2O_site1.cif,data\substituted_slabs\MAT_080_110_slab.cif,H2O adsorption structure
MAT_080,Cu,0.2,0.8,Ru0.20Cu0.80Ox,2,data\h2o_adsorbates\MAT_080_H2O_site2.cif,data\substituted_slabs\MAT_080_110_slab.cif,H2O adsorption structure
MAT_082,Zn,0.8,0.1999999999999999,Ru0.80Zn0.20Ox,0,data\h2o_adsorbates\MAT_082_H2O_site0.cif,data\substituted_slabs\MAT_082_110_slab.cif,H2O adsorption structure
MAT_082,Zn,0.8,0.1999999999999999,Ru0.80Zn0.20Ox,1,data\h2o_adsorbates\MAT_082_H2O_site1.cif,data\substituted_slabs\MAT_082_110_slab.cif,H2O adsorption structure
MAT_082,Zn,0.8,0.1999999999999999,Ru0.80Zn0.20Ox,2,data\h2o_adsorbates\MAT_082_H2O_site2.cif,data\substituted_slabs\MAT_082_110_slab.cif,H2O adsorption structure
MAT_083,Zn,0.6,0.4,Ru0.60Zn0.40Ox,0,data\h2o_adsorbates\MAT_083_H2O_site0.cif,data\substituted_slabs\MAT_083_110_slab.cif,H2O adsorption structure
MAT_083,Zn,0.6,0.4,Ru0.60Zn0.40Ox,1,data\h2o_adsorbates\MAT_083_H2O_site1.cif,data\substituted_slabs\MAT_083_110_slab.cif,H2O adsorption structure
MAT_083,Zn,0.6,0.4,Ru0.60Zn0.40Ox,2,data\h2o_adsorbates\MAT_083_H2O_site2.cif,data\substituted_slabs\MAT_083_110_slab.cif,H2O adsorption structure
MAT_084,Zn,0.4,0.6,Ru0.40Zn0.60Ox,0,data\h2o_adsorbates\MAT_084_H2O_site0.cif,data\substituted_slabs\MAT_084_110_slab.cif,H2O adsorption structure
MAT_084,Zn,0.4,0.6,Ru0.40Zn0.60Ox,1,data\h2o_adsorbates\MAT_084_H2O_site1.cif,data\substituted_slabs\MAT_084_110_slab.cif,H2O adsorption structure
MAT_084,Zn,0.4,0.6,Ru0.40Zn0.60Ox,2,data\h2o_adsorbates\MAT_084_H2O_site2.cif,data\substituted_slabs\MAT_084_110_slab.cif,H2O adsorption structure
MAT_085,Zn,0.2,0.8,Ru0.20Zn0.80Ox,0,data\h2o_adsorbates\MAT_085_H2O_site0.cif,data\substituted_slabs\MAT_085_110_slab.cif,H2O adsorption structure
MAT_085,Zn,0.2,0.8,Ru0.20Zn0.80Ox,1,data\h2o_adsorbates\MAT_085_H2O_site1.cif,data\substituted_slabs\MAT_085_110_slab.cif,H2O adsorption structure
MAT_085,Zn,0.2,0.8,Ru0.20Zn0.80Ox,2,data\h2o_adsorbates\MAT_085_H2O_site2.cif,data\substituted_slabs\MAT_085_110_slab.cif,H2O adsorption structure
MAT_087,Ga,0.8,0.1999999999999999,Ru0.80Ga0.20Ox,0,data\h2o_adsorbates\MAT_087_H2O_site0.cif,data\substituted_slabs\MAT_087_110_slab.cif,H2O adsorption structure
MAT_087,Ga,0.8,0.1999999999999999,Ru0.80Ga0.20Ox,1,data\h2o_adsorbates\MAT_087_H2O_site1.cif,data\substituted_slabs\MAT_087_110_slab.cif,H2O adsorption structure
MAT_087,Ga,0.8,0.1999999999999999,Ru0.80Ga0.20Ox,2,data\h2o_adsorbates\MAT_087_H2O_site2.cif,data\substituted_slabs\MAT_087_110_slab.cif,H2O adsorption structure
MAT_088,Ga,0.6,0.4,Ru0.60Ga0.40Ox,0,data\h2o_adsorbates\MAT_088_H2O_site0.cif,data\substituted_slabs\MAT_088_110_slab.cif,H2O adsorption structure
MAT_088,Ga,0.6,0.4,Ru0.60Ga0.40Ox,1,data\h2o_adsorbates\MAT_088_H2O_site1.cif,data\substituted_slabs\MAT_088_110_slab.cif,H2O adsorption structure
MAT_088,Ga,0.6,0.4,Ru0.60Ga0.40Ox,2,data\h2o_adsorbates\MAT_088_H2O_site2.cif,data\substituted_slabs\MAT_088_110_slab.cif,H2O adsorption structure
MAT_089,Ga,0.4,0.6,Ru0.40Ga0.60Ox,0,data\h2o_adsorbates\MAT_089_H2O_site0.cif,data\substituted_slabs\MAT_089_110_slab.cif,H2O adsorption structure
MAT_089,Ga,0.4,0.6,Ru0.40Ga0.60Ox,1,data\h2o_adsorbates\MAT_089_H2O_site1.cif,data\substituted_slabs\MAT_089_110_slab.cif,H2O adsorption structure
MAT_089,Ga,0.4,0.6,Ru0.40Ga0.60Ox,2,data\h2o_adsorbates\MAT_089_H2O_site2.cif,data\substituted_slabs\MAT_089_110_slab.cif,H2O adsorption structure
MAT_090,Ga,0.2,0.8,Ru0.20Ga0.80Ox,0,data\h2o_adsorbates\MAT_090_H2O_site0.cif,data\substituted_slabs\MAT_090_110_slab.cif,H2O adsorption structure
MAT_090,Ga,0.2,0.8,Ru0.20Ga0.80Ox,1,data\h2o_adsorbates\MAT_090_H2O_site1.cif,data\substituted_slabs\MAT_090_110_slab.cif,H2O adsorption structure
MAT_090,Ga,0.2,0.8,Ru0.20Ga0.80Ox,2,data\h2o_adsorbates\MAT_090_H2O_site2.cif,data\substituted_slabs\MAT_090_110_slab.cif,H2O adsorption structure
MAT_092,Ge,0.8,0.1999999999999999,Ru0.80Ge0.20Ox,0,data\h2o_adsorbates\MAT_092_H2O_site0.cif,data\substituted_slabs\MAT_092_110_slab.cif,H2O adsorption structure
MAT_092,Ge,0.8,0.1999999999999999,Ru0.80Ge0.20Ox,1,data\h2o_adsorbates\MAT_092_H2O_site1.cif,data\substituted_slabs\MAT_092_110_slab.cif,H2O adsorption structure
MAT_092,Ge,0.8,0.1999999999999999,Ru0.80Ge0.20Ox,2,data\h2o_adsorbates\MAT_092_H2O_site2.cif,data\substituted_slabs\MAT_092_110_slab.cif,H2O adsorption structure
MAT_093,Ge,0.6,0.4,Ru0.60Ge0.40Ox,0,data\h2o_adsorbates\MAT_093_H2O_site0.cif,data\substituted_slabs\MAT_093_110_slab.cif,H2O adsorption structure
MAT_093,Ge,0.6,0.4,Ru0.60Ge0.40Ox,1,data\h2o_adsorbates\MAT_093_H2O_site1.cif,data\substituted_slabs\MAT_093_110_slab.cif,H2O adsorption structure
MAT_093,Ge,0.6,0.4,Ru0.60Ge0.40Ox,2,data\h2o_adsorbates\MAT_093_H2O_site2.cif,data\substituted_slabs\MAT_093_110_slab.cif,H2O adsorption structure
MAT_094,Ge,0.4,0.6,Ru0.40Ge0.60Ox,0,data\h2o_adsorbates\MAT_094_H2O_site0.cif,data\substituted_slabs\MAT_094_110_slab.cif,H2O adsorption structure
MAT_094,Ge,0.4,0.6,Ru0.40Ge0.60Ox,1,data\h2o_adsorbates\MAT_094_H2O_site1.cif,data\substituted_slabs\MAT_094_110_slab.cif,H2O adsorption structure
MAT_094,Ge,0.4,0.6,Ru0.40Ge0.60Ox,2,data\h2o_adsorbates\MAT_094_H2O_site2.cif,data\substituted_slabs\MAT_094_110_slab.cif,H2O adsorption structure
MAT_095,Ge,0.2,0.8,Ru0.20Ge0.80Ox,0,data\h2o_adsorbates\MAT_095_H2O_site0.cif,data\substituted_slabs\MAT_095_110_slab.cif,H2O adsorption structure
MAT_095,Ge,0.2,0.8,Ru0.20Ge0.80Ox,1,data\h2o_adsorbates\MAT_095_H2O_site1.cif,data\substituted_slabs\MAT_095_110_slab.cif,H2O adsorption structure
MAT_095,Ge,0.2,0.8,Ru0.20Ge0.80Ox,2,data\h2o_adsorbates\MAT_095_H2O_site2.cif,data\substituted_slabs\MAT_095_110_slab.cif,H2O adsorption structure
MAT_097,Sr,0.8,0.1999999999999999,Ru0.80Sr0.20Ox,0,data\h2o_adsorbates\MAT_097_H2O_site0.cif,data\substituted_slabs\MAT_097_110_slab.cif,H2O adsorption structure
MAT_097,Sr,0.8,0.1999999999999999,Ru0.80Sr0.20Ox,1,data\h2o_adsorbates\MAT_097_H2O_site1.cif,data\substituted_slabs\MAT_097_110_slab.cif,H2O adsorption structure
MAT_097,Sr,0.8,0.1999999999999999,Ru0.80Sr0.20Ox,2,data\h2o_adsorbates\MAT_097_H2O_site2.cif,data\substituted_slabs\MAT_097_110_slab.cif,H2O adsorption structure
MAT_098,Sr,0.6,0.4,Ru0.60Sr0.40Ox,0,data\h2o_adsorbates\MAT_098_H2O_site0.cif,data\substituted_slabs\MAT_098_110_slab.cif,H2O adsorption structure
MAT_098,Sr,0.6,0.4,Ru0.60Sr0.40Ox,1,data\h2o_adsorbates\MAT_098_H2O_site1.cif,data\substituted_slabs\MAT_098_110_slab.cif,H2O adsorption structure
MAT_098,Sr,0.6,0.4,Ru0.60Sr0.40Ox,2,data\h2o_adsorbates\MAT_098_H2O_site2.cif,data\substituted_slabs\MAT_098_110_slab.cif,H2O adsorption structure
MAT_099,Sr,0.4,0.6,Ru0.40Sr0.60Ox,0,data\h2o_adsorbates\MAT_099_H2O_site0.cif,data\substituted_slabs\MAT_099_110_slab.cif,H2O adsorption structure
MAT_099,Sr,0.4,0.6,Ru0.40Sr0.60Ox,1,data\h2o_adsorbates\MAT_099_H2O_site1.cif,data\substituted_slabs\MAT_099_110_slab.cif,H2O adsorption structure
MAT_099,Sr,0.4,0.6,Ru0.40Sr0.60Ox,2,data\h2o_adsorbates\MAT_099_H2O_site2.cif,data\substituted_slabs\MAT_099_110_slab.cif,H2O adsorption structure
MAT_100,Sr,0.2,0.8,Ru0.20Sr0.80Ox,0,data\h2o_adsorbates\MAT_100_H2O_site0.cif,data\substituted_slabs\MAT_100_110_slab.cif,H2O adsorption structure
MAT_100,Sr,0.2,0.8,Ru0.20Sr0.80Ox,1,data\h2o_adsorbates\MAT_100_H2O_site1.cif,data\substituted_slabs\MAT_100_110_slab.cif,H2O adsorption structure
MAT_100,Sr,0.2,0.8,Ru0.20Sr0.80Ox,2,data\h2o_adsorbates\MAT_100_H2O_site2.cif,data\substituted_slabs\MAT_100_110_slab.cif,H2O adsorption structure
MAT_102,Y,0.8,0.1999999999999999,Ru0.80Y0.20Ox,0,data\h2o_adsorbates\MAT_102_H2O_site0.cif,data\substituted_slabs\MAT_102_110_slab.cif,H2O adsorption structure
MAT_102,Y,0.8,0.1999999999999999,Ru0.80Y0.20Ox,1,data\h2o_adsorbates\MAT_102_H2O_site1.cif,data\substituted_slabs\MAT_102_110_slab.cif,H2O adsorption structure
MAT_102,Y,0.8,0.1999999999999999,Ru0.80Y0.20Ox,2,data\h2o_adsorbates\MAT_102_H2O_site2.cif,data\substituted_slabs\MAT_102_110_slab.cif,H2O adsorption structure
MAT_103,Y,0.6,0.4,Ru0.60Y0.40Ox,0,data\h2o_adsorbates\MAT_103_H2O_site0.cif,data\substituted_slabs\MAT_103_110_slab.cif,H2O adsorption structure
MAT_103,Y,0.6,0.4,Ru0.60Y0.40Ox,1,data\h2o_adsorbates\MAT_103_H2O_site1.cif,data\substituted_slabs\MAT_103_110_slab.cif,H2O adsorption structure
MAT_103,Y,0.6,0.4,Ru0.60Y0.40Ox,2,data\h2o_adsorbates\MAT_103_H2O_site2.cif,data\substituted_slabs\MAT_103_110_slab.cif,H2O adsorption structure
MAT_104,Y,0.4,0.6,Ru0.40Y0.60Ox,0,data\h2o_adsorbates\MAT_104_H2O_site0.cif,data\substituted_slabs\MAT_104_110_slab.cif,H2O adsorption structure
MAT_104,Y,0.4,0.6,Ru0.40Y0.60Ox,1,data\h2o_adsorbates\MAT_104_H2O_site1.cif,data\substituted_slabs\MAT_104_110_slab.cif,H2O adsorption structure
MAT_104,Y,0.4,0.6,Ru0.40Y0.60Ox,2,data\h2o_adsorbates\MAT_104_H2O_site2.cif,data\substituted_slabs\MAT_104_110_slab.cif,H2O adsorption structure
MAT_105,Y,0.2,0.8,Ru0.20Y0.80Ox,0,data\h2o_adsorbates\MAT_105_H2O_site0.cif,data\substituted_slabs\MAT_105_110_slab.cif,H2O adsorption structure
MAT_105,Y,0.2,0.8,Ru0.20Y0.80Ox,1,data\h2o_adsorbates\MAT_105_H2O_site1.cif,data\substituted_slabs\MAT_105_110_slab.cif,H2O adsorption structure
MAT_105,Y,0.2,0.8,Ru0.20Y0.80Ox,2,data\h2o_adsorbates\MAT_105_H2O_site2.cif,data\substituted_slabs\MAT_105_110_slab.cif,H2O adsorption structure
MAT_107,Zr,0.8,0.1999999999999999,Ru0.80Zr0.20Ox,0,data\h2o_adsorbates\MAT_107_H2O_site0.cif,data\substituted_slabs\MAT_107_110_slab.cif,H2O adsorption structure
MAT_107,Zr,0.8,0.1999999999999999,Ru0.80Zr0.20Ox,1,data\h2o_adsorbates\MAT_107_H2O_site1.cif,data\substituted_slabs\MAT_107_110_slab.cif,H2O adsorption structure
MAT_107,Zr,0.8,0.1999999999999999,Ru0.80Zr0.20Ox,2,data\h2o_adsorbates\MAT_107_H2O_site2.cif,data\substituted_slabs\MAT_107_110_slab.cif,H2O adsorption structure
MAT_108,Zr,0.6,0.4,Ru0.60Zr0.40Ox,0,data\h2o_adsorbates\MAT_108_H2O_site0.cif,data\substituted_slabs\MAT_108_110_slab.cif,H2O adsorption structure
MAT_108,Zr,0.6,0.4,Ru0.60Zr0.40Ox,1,data\h2o_adsorbates\MAT_108_H2O_site1.cif,data\substituted_slabs\MAT_108_110_slab.cif,H2O adsorption structure
MAT_108,Zr,0.6,0.4,Ru0.60Zr0.40Ox,2,data\h2o_adsorbates\MAT_108_H2O_site2.cif,data\substituted_slabs\MAT_108_110_slab.cif,H2O adsorption structure
MAT_109,Zr,0.4,0.6,Ru0.40Zr0.60Ox,0,data\h2o_adsorbates\MAT_109_H2O_site0.cif,data\substituted_slabs\MAT_109_110_slab.cif,H2O adsorption structure
MAT_109,Zr,0.4,0.6,Ru0.40Zr0.60Ox,1,data\h2o_adsorbates\MAT_109_H2O_site1.cif,data\substituted_slabs\MAT_109_110_slab.cif,H2O adsorption structure
MAT_109,Zr,0.4,0.6,Ru0.40Zr0.60Ox,2,data\h2o_adsorbates\MAT_109_H2O_site2.cif,data\substituted_slabs\MAT_109_110_slab.cif,H2O adsorption structure
MAT_110,Zr,0.2,0.8,Ru0.20Zr0.80Ox,0,data\h2o_adsorbates\MAT_110_H2O_site0.cif,data\substituted_slabs\MAT_110_110_slab.cif,H2O adsorption structure
MAT_110,Zr,0.2,0.8,Ru0.20Zr0.80Ox,1,data\h2o_adsorbates\MAT_110_H2O_site1.cif,data\substituted_slabs\MAT_110_110_slab.cif,H2O adsorption structure
MAT_110,Zr,0.2,0.8,Ru0.20Zr0.80Ox,2,data\h2o_adsorbates\MAT_110_H2O_site2.cif,data\substituted_slabs\MAT_110_110_slab.cif,H2O adsorption structure
MAT_112,Nb,0.8,0.1999999999999999,Ru0.80Nb0.20Ox,0,data\h2o_adsorbates\MAT_112_H2O_site0.cif,data\substituted_slabs\MAT_112_110_slab.cif,H2O adsorption structure
MAT_112,Nb,0.8,0.1999999999999999,Ru0.80Nb0.20Ox,1,data\h2o_adsorbates\MAT_112_H2O_site1.cif,data\substituted_slabs\MAT_112_110_slab.cif,H2O adsorption structure
MAT_112,Nb,0.8,0.1999999999999999,Ru0.80Nb0.20Ox,2,data\h2o_adsorbates\MAT_112_H2O_site2.cif,data\substituted_slabs\MAT_112_110_slab.cif,H2O adsorption structure
MAT_113,Nb,0.6,0.4,Ru0.60Nb0.40Ox,0,data\h2o_adsorbates\MAT_113_H2O_site0.cif,data\substituted_slabs\MAT_113_110_slab.cif,H2O adsorption structure
MAT_113,Nb,0.6,0.4,Ru0.60Nb0.40Ox,1,data\h2o_adsorbates\MAT_113_H2O_site1.cif,data\substituted_slabs\MAT_113_110_slab.cif,H2O adsorption structure
MAT_113,Nb,0.6,0.4,Ru0.60Nb0.40Ox,2,data\h2o_adsorbates\MAT_113_H2O_site2.cif,data\substituted_slabs\MAT_113_110_slab.cif,H2O adsorption structure
MAT_114,Nb,0.4,0.6,Ru0.40Nb0.60Ox,0,data\h2o_adsorbates\MAT_114_H2O_site0.cif,data\substituted_slabs\MAT_114_110_slab.cif,H2O adsorption structure
MAT_114,Nb,0.4,0.6,Ru0.40Nb0.60Ox,1,data\h2o_adsorbates\MAT_114_H2O_site1.cif,data\substituted_slabs\MAT_114_110_slab.cif,H2O adsorption structure
MAT_114,Nb,0.4,0.6,Ru0.40Nb0.60Ox,2,data\h2o_adsorbates\MAT_114_H2O_site2.cif,data\substituted_slabs\MAT_114_110_slab.cif,H2O adsorption structure
MAT_115,Nb,0.2,0.8,Ru0.20Nb0.80Ox,0,data\h2o_adsorbates\MAT_115_H2O_site0.cif,data\substituted_slabs\MAT_115_110_slab.cif,H2O adsorption structure
MAT_115,Nb,0.2,0.8,Ru0.20Nb0.80Ox,1,data\h2o_adsorbates\MAT_115_H2O_site1.cif,data\substituted_slabs\MAT_115_110_slab.cif,H2O adsorption structure
MAT_115,Nb,0.2,0.8,Ru0.20Nb0.80Ox,2,data\h2o_adsorbates\MAT_115_H2O_site2.cif,data\substituted_slabs\MAT_115_110_slab.cif,H2O adsorption structure
MAT_117,Mo,0.8,0.1999999999999999,Ru0.80Mo0.20Ox,0,data\h2o_adsorbates\MAT_117_H2O_site0.cif,data\substituted_slabs\MAT_117_110_slab.cif,H2O adsorption structure
MAT_117,Mo,0.8,0.1999999999999999,Ru0.80Mo0.20Ox,1,data\h2o_adsorbates\MAT_117_H2O_site1.cif,data\substituted_slabs\MAT_117_110_slab.cif,H2O adsorption structure
MAT_117,Mo,0.8,0.1999999999999999,Ru0.80Mo0.20Ox,2,data\h2o_adsorbates\MAT_117_H2O_site2.cif,data\substituted_slabs\MAT_117_110_slab.cif,H2O adsorption structure
