material_id,M_element,Ru_fraction,M_fraction,nominal_formula,vacancy_site_index,removed_atom_index,removed_species,vacancy_structure_file,parent_slab_file,notes
MAT_052,Cr,0.8,0.1999999999999999,Ru0.80Cr0.20Ox,0,45,O,data\vacancies\MAT_052_vacancy_site0.cif,data\substituted_slabs\MAT_052_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_052,Cr,0.8,0.1999999999999999,Ru0.80Cr0.20Ox,1,37,O,data\vacancies\MAT_052_vacancy_site1.cif,data\substituted_slabs\MAT_052_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_052,Cr,0.8,0.1999999999999999,Ru0.80Cr0.20Ox,2,41,O,data\vacancies\MAT_052_vacancy_site2.cif,data\substituted_slabs\MAT_052_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_053,Cr,0.6,0.4,Ru0.60Cr0.40Ox,0,45,O,data\vacancies\MAT_053_vacancy_site0.cif,data\substituted_slabs\MAT_053_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_053,Cr,0.6,0.4,Ru0.60Cr0.40Ox,1,37,O,data\vacancies\MAT_053_vacancy_site1.cif,data\substituted_slabs\MAT_053_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_053,Cr,0.6,0.4,Ru0.60Cr0.40Ox,2,41,O,data\vacancies\MAT_053_vacancy_site2.cif,data\substituted_slabs\MAT_053_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_054,Cr,0.4,0.6,Ru0.40Cr0.60Ox,0,45,O,data\vacancies\MAT_054_vacancy_site0.cif,data\substituted_slabs\MAT_054_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_054,Cr,0.4,0.6,Ru0.40Cr0.60Ox,1,37,O,data\vacancies\MAT_054_vacancy_site1.cif,data\substituted_slabs\MAT_054_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_054,Cr,0.4,0.6,Ru0.40Cr0.60Ox,2,41,O,data\vacancies\MAT_054_vacancy_site2.cif,data\substituted_slabs\MAT_054_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_055,Cr,0.2,0.8,Ru0.20Cr0.80Ox,0,45,O,data\vacancies\MAT_055_vacancy_site0.cif,data\substituted_slabs\MAT_055_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_055,Cr,0.2,0.8,Ru0.20Cr0.80Ox,1,37,O,data\vacancies\MAT_055_vacancy_site1.cif,data\substituted_slabs\MAT_055_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_055,Cr,0.2,0.8,Ru0.20Cr0.80Ox,2,41,O,data\vacancies\MAT_055_vacancy_site2.cif,data\substituted_slabs\MAT_055_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_057,Mn,0.8,0.1999999999999999,Ru0.80Mn0.20Ox,0,45,O,data\vacancies\MAT_057_vacancy_site0.cif,data\substituted_slabs\MAT_057_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_057,Mn,0.8,0.1999999999999999,Ru0.80Mn0.20Ox,1,37,O,data\vacancies\MAT_057_vacancy_site1.cif,data\substituted_slabs\MAT_057_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_057,Mn,0.8,0.1999999999999999,Ru0.80Mn0.20Ox,2,41,O,data\vacancies\MAT_057_vacancy_site2.cif,data\substituted_slabs\MAT_057_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_058,Mn,0.6,0.4,Ru0.60Mn0.40Ox,0,45,O,data\vacancies\MAT_058_vacancy_site0.cif,data\substituted_slabs\MAT_058_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_058,Mn,0.6,0.4,Ru0.60Mn0.40Ox,1,37,O,data\vacancies\MAT_058_vacancy_site1.cif,data\substituted_slabs\MAT_058_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_058,Mn,0.6,0.4,Ru0.60Mn0.40Ox,2,41,O,data\vacancies\MAT_058_vacancy_site2.cif,data\substituted_slabs\MAT_058_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_059,Mn,0.4,0.6,Ru0.40Mn0.60Ox,0,45,O,data\vacancies\MAT_059_vacancy_site0.cif,data\substituted_slabs\MAT_059_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_059,Mn,0.4,0.6,Ru0.40Mn0.60Ox,1,37,O,data\vacancies\MAT_059_vacancy_site1.cif,data\substituted_slabs\MAT_059_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_059,Mn,0.4,0.6,Ru0.40Mn0.60Ox,2,41,O,data\vacancies\MAT_059_vacancy_site2.cif,data\substituted_slabs\MAT_059_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_060,Mn,0.2,0.8,Ru0.20Mn0.80Ox,0,45,O,data\vacancies\MAT_060_vacancy_site0.cif,data\substituted_slabs\MAT_060_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_060,Mn,0.2,0.8,Ru0.20Mn0.80Ox,1,37,O,data\vacancies\MAT_060_vacancy_site1.cif,data\substituted_slabs\MAT_060_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_060,Mn,0.2,0.8,Ru0.20Mn0.80Ox,2,41,O,data\vacancies\MAT_060_vacancy_site2.cif,data\substituted_slabs\MAT_060_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_062,Fe,0.8,0.1999999999999999,Ru0.80Fe0.20Ox,0,45,O,data\vacancies\MAT_062_vacancy_site0.cif,data\substituted_slabs\MAT_062_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_062,Fe,0.8,0.1999999999999999,Ru0.80Fe0.20Ox,1,37,O,data\vacancies\MAT_062_vacancy_site1.cif,data\substituted_slabs\MAT_062_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_062,Fe,0.8,0.1999999999999999,Ru0.80Fe0.20Ox,2,41,O,data\vacancies\MAT_062_vacancy_site2.cif,data\substituted_slabs\MAT_062_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_063,Fe,0.6,0.4,Ru0.60Fe0.40Ox,0,45,O,data\vacancies\MAT_063_vacancy_site0.cif,data\substituted_slabs\MAT_063_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_063,Fe,0.6,0.4,Ru0.60Fe0.40Ox,1,37,O,data\vacancies\MAT_063_vacancy_site1.cif,data\substituted_slabs\MAT_063_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_063,Fe,0.6,0.4,Ru0.60Fe0.40Ox,2,41,O,data\vacancies\MAT_063_vacancy_site2.cif,data\substituted_slabs\MAT_063_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_064,Fe,0.4,0.6,Ru0.40Fe0.60Ox,0,45,O,data\vacancies\MAT_064_vacancy_site0.cif,data\substituted_slabs\MAT_064_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_064,Fe,0.4,0.6,Ru0.40Fe0.60Ox,1,37,O,data\vacancies\MAT_064_vacancy_site1.cif,data\substituted_slabs\MAT_064_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_064,Fe,0.4,0.6,Ru0.40Fe0.60Ox,2,41,O,data\vacancies\MAT_064_vacancy_site2.cif,data\substituted_slabs\MAT_064_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_065,Fe,0.2,0.8,Ru0.20Fe0.80Ox,0,45,O,data\vacancies\MAT_065_vacancy_site0.cif,data\substituted_slabs\MAT_065_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_065,Fe,0.2,0.8,Ru0.20Fe0.80Ox,1,37,O,data\vacancies\MAT_065_vacancy_site1.cif,data\substituted_slabs\MAT_065_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_065,Fe,0.2,0.8,Ru0.20Fe0.80Ox,2,41,O,data\vacancies\MAT_065_vacancy_site2.cif,data\substituted_slabs\MAT_065_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_067,Co,0.8,0.1999999999999999,Ru0.80Co0.20Ox,0,45,O,data\vacancies\MAT_067_vacancy_site0.cif,data\substituted_slabs\MAT_067_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_067,Co,0.8,0.1999999999999999,Ru0.80Co0.20Ox,1,37,O,data\vacancies\MAT_067_vacancy_site1.cif,data\substituted_slabs\MAT_067_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_067,Co,0.8,0.1999999999999999,Ru0.80Co0.20Ox,2,41,O,data\vacancies\MAT_067_vacancy_site2.cif,data\substituted_slabs\MAT_067_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_068,Co,0.6,0.4,Ru0.60Co0.40Ox,0,45,O,data\vacancies\MAT_068_vacancy_site0.cif,data\substituted_slabs\MAT_068_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_068,Co,0.6,0.4,Ru0.60Co0.40Ox,1,37,O,data\vacancies\MAT_068_vacancy_site1.cif,data\substituted_slabs\MAT_068_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_068,Co,0.6,0.4,Ru0.60Co0.40Ox,2,41,O,data\vacancies\MAT_068_vacancy_site2.cif,data\substituted_slabs\MAT_068_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_069,Co,0.4,0.6,Ru0.40Co0.60Ox,0,45,O,data\vacancies\MAT_069_vacancy_site0.cif,data\substituted_slabs\MAT_069_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_069,Co,0.4,0.6,Ru0.40Co0.60Ox,1,37,O,data\vacancies\MAT_069_vacancy_site1.cif,data\substituted_slabs\MAT_069_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_069,Co,0.4,0.6,Ru0.40Co0.60Ox,2,41,O,data\vacancies\MAT_069_vacancy_site2.cif,data\substituted_slabs\MAT_069_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_070,Co,0.2,0.8,Ru0.20Co0.80Ox,0,45,O,data\vacancies\MAT_070_vacancy_site0.cif,data\substituted_slabs\MAT_070_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_070,Co,0.2,0.8,Ru0.20Co0.80Ox,1,37,O,data\vacancies\MAT_070_vacancy_site1.cif,data\substituted_slabs\MAT_070_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_070,Co,0.2,0.8,Ru0.20Co0.80Ox,2,41,O,data\vacancies\MAT_070_vacancy_site2.cif,data\substituted_slabs\MAT_070_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_072,Ni,0.8,0.1999999999999999,Ru0.80Ni0.20Ox,0,45,O,data\vacancies\MAT_072_vacancy_site0.cif,data\substituted_slabs\MAT_072_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_072,Ni,0.8,0.1999999999999999,Ru0.80Ni0.20Ox,1,37,O,data\vacancies\MAT_072_vacancy_site1.cif,data\substituted_slabs\MAT_072_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_072,Ni,0.8,0.1999999999999999,Ru0.80Ni0.20Ox,2,41,O,data\vacancies\MAT_072_vacancy_site2.cif,data\substituted_slabs\MAT_072_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_073,Ni,0.6,0.4,Ru0.60Ni0.40Ox,0,45,O,data\vacancies\MAT_073_vacancy_site0.cif,data\substituted_slabs\MAT_073_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_073,Ni,0.6,0.4,Ru0.60Ni0.40Ox,1,37,O,data\vacancies\MAT_073_vacancy_site1.cif,data\substituted_slabs\MAT_073_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_073,Ni,0.6,0.4,Ru0.60Ni0.40Ox,2,41,O,data\vacancies\MAT_073_vacancy_site2.cif,data\substituted_slabs\MAT_073_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_074,Ni,0.4,0.6,Ru0.40Ni0.60Ox,0,45,O,data\vacancies\MAT_074_vacancy_site0.cif,data\substituted_slabs\MAT_074_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_074,Ni,0.4,0.6,Ru0.40Ni0.60Ox,1,37,O,data\vacancies\MAT_074_vacancy_site1.cif,data\substituted_slabs\MAT_074_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_074,Ni,0.4,0.6,Ru0.40Ni0.60Ox,2,41,O,data\vacancies\MAT_074_vacancy_site2.cif,data\substituted_slabs\MAT_074_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_075,Ni,0.2,0.8,Ru0.20Ni0.80Ox,0,45,O,data\vacancies\MAT_075_vacancy_site0.cif,data\substituted_slabs\MAT_075_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_075,Ni,0.2,0.8,Ru0.20Ni0.80Ox,1,37,O,data\vacancies\MAT_075_vacancy_site1.cif,data\substituted_slabs\MAT_075_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_075,Ni,0.2,0.8,Ru0.20Ni0.80Ox,2,41,O,data\vacancies\MAT_075_vacancy_site2.cif,data\substituted_slabs\MAT_075_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_077,Cu,0.8,0.1999999999999999,Ru0.80Cu0.20Ox,0,45,O,data\vacancies\MAT_077_vacancy_site0.cif,data\substituted_slabs\MAT_077_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_077,Cu,0.8,0.1999999999999999,Ru0.80Cu0.20Ox,1,37,O,data\vacancies\MAT_077_vacancy_site1.cif,data\substituted_slabs\MAT_077_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_077,Cu,0.8,0.1999999999999999,Ru0.80Cu0.20Ox,2,41,O,data\vacancies\MAT_077_vacancy_site2.cif,data\substituted_slabs\MAT_077_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_078,Cu,0.6,0.4,Ru0.60Cu0.40Ox,0,45,O,data\vacancies\MAT_078_vacancy_site0.cif,data\substituted_slabs\MAT_078_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_078,Cu,0.6,0.4,Ru0.60Cu0.40Ox,1,37,O,data\vacancies\MAT_078_vacancy_site1.cif,data\substituted_slabs\MAT_078_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_078,Cu,0.6,0.4,Ru0.60Cu0.40Ox,2,41,O,data\vacancies\MAT_078_vacancy_site2.cif,data\substituted_slabs\MAT_078_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_079,Cu,0.4,0.6,Ru0.40Cu0.60Ox,0,45,O,data\vacancies\MAT_079_vacancy_site0.cif,data\substituted_slabs\MAT_079_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_079,Cu,0.4,0.6,Ru0.40Cu0.60Ox,1,37,O,data\vacancies\MAT_079_vacancy_site1.cif,data\substituted_slabs\MAT_079_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_079,Cu,0.4,0.6,Ru0.40Cu0.60Ox,2,41,O,data\vacancies\MAT_079_vacancy_site2.cif,data\substituted_slabs\MAT_079_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_080,Cu,0.2,0.8,Ru0.20Cu0.80Ox,0,45,O,data\vacancies\MAT_080_vacancy_site0.cif,data\substituted_slabs\MAT_080_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_080,Cu,0.2,0.8,Ru0.20Cu0.80Ox,1,37,O,data\vacancies\MAT_080_vacancy_site1.cif,data\substituted_slabs\MAT_080_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_080,Cu,0.2,0.8,Ru0.20Cu0.80Ox,2,41,O,data\vacancies\MAT_080_vacancy_site2.cif,data\substituted_slabs\MAT_080_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_082,Zn,0.8,0.1999999999999999,Ru0.80Zn0.20Ox,0,45,O,data\vacancies\MAT_082_vacancy_site0.cif,data\substituted_slabs\MAT_082_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_082,Zn,0.8,0.1999999999999999,Ru0.80Zn0.20Ox,1,37,O,data\vacancies\MAT_082_vacancy_site1.cif,data\substituted_slabs\MAT_082_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_082,Zn,0.8,0.1999999999999999,Ru0.80Zn0.20Ox,2,41,O,data\vacancies\MAT_082_vacancy_site2.cif,data\substituted_slabs\MAT_082_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_083,Zn,0.6,0.4,Ru0.60Zn0.40Ox,0,45,O,data\vacancies\MAT_083_vacancy_site0.cif,data\substituted_slabs\MAT_083_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_083,Zn,0.6,0.4,Ru0.60Zn0.40Ox,1,37,O,data\vacancies\MAT_083_vacancy_site1.cif,data\substituted_slabs\MAT_083_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_083,Zn,0.6,0.4,Ru0.60Zn0.40Ox,2,41,O,data\vacancies\MAT_083_vacancy_site2.cif,data\substituted_slabs\MAT_083_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_084,Zn,0.4,0.6,Ru0.40Zn0.60Ox,0,45,O,data\vacancies\MAT_084_vacancy_site0.cif,data\substituted_slabs\MAT_084_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_084,Zn,0.4,0.6,Ru0.40Zn0.60Ox,1,37,O,data\vacancies\MAT_084_vacancy_site1.cif,data\substituted_slabs\MAT_084_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_084,Zn,0.4,0.6,Ru0.40Zn0.60Ox,2,41,O,data\vacancies\MAT_084_vacancy_site2.cif,data\substituted_slabs\MAT_084_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_085,Zn,0.2,0.8,Ru0.20Zn0.80Ox,0,45,O,data\vacancies\MAT_085_vacancy_site0.cif,data\substituted_slabs\MAT_085_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_085,Zn,0.2,0.8,Ru0.20Zn0.80Ox,1,37,O,data\vacancies\MAT_085_vacancy_site1.cif,data\substituted_slabs\MAT_085_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_085,Zn,0.2,0.8,Ru0.20Zn0.80Ox,2,41,O,data\vacancies\MAT_085_vacancy_site2.cif,data\substituted_slabs\MAT_085_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_087,Ga,0.8,0.1999999999999999,Ru0.80Ga0.20Ox,0,45,O,data\vacancies\MAT_087_vacancy_site0.cif,data\substituted_slabs\MAT_087_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_087,Ga,0.8,0.1999999999999999,Ru0.80Ga0.20Ox,1,37,O,data\vacancies\MAT_087_vacancy_site1.cif,data\substituted_slabs\MAT_087_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_087,Ga,0.8,0.1999999999999999,Ru0.80Ga0.20Ox,2,41,O,data\vacancies\MAT_087_vacancy_site2.cif,data\substituted_slabs\MAT_087_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_088,Ga,0.6,0.4,Ru0.60Ga0.40Ox,0,45,O,data\vacancies\MAT_088_vacancy_site0.cif,data\substituted_slabs\MAT_088_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_088,Ga,0.6,0.4,Ru0.60Ga0.40Ox,1,37,O,data\vacancies\MAT_088_vacancy_site1.cif,data\substituted_slabs\MAT_088_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_088,Ga,0.6,0.4,Ru0.60Ga0.40Ox,2,41,O,data\vacancies\MAT_088_vacancy_site2.cif,data\substituted_slabs\MAT_088_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_089,Ga,0.4,0.6,Ru0.40Ga0.60Ox,0,45,O,data\vacancies\MAT_089_vacancy_site0.cif,data\substituted_slabs\MAT_089_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_089,Ga,0.4,0.6,Ru0.40Ga0.60Ox,1,37,O,data\vacancies\MAT_089_vacancy_site1.cif,data\substituted_slabs\MAT_089_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_089,Ga,0.4,0.6,Ru0.40Ga0.60Ox,2,41,O,data\vacancies\MAT_089_vacancy_site2.cif,data\substituted_slabs\MAT_089_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_090,Ga,0.2,0.8,Ru0.20Ga0.80Ox,0,45,O,data\vacancies\MAT_090_vacancy_site0.cif,data\substituted_slabs\MAT_090_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_090,Ga,0.2,0.8,Ru0.20Ga0.80Ox,1,37,O,data\vacancies\MAT_090_vacancy_site1.cif,data\substituted_slabs\MAT_090_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_090,Ga,0.2,0.8,Ru0.20Ga0.80Ox,2,41,O,data\vacancies\MAT_090_vacancy_site2.cif,data\substituted_slabs\MAT_090_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_092,Ge,0.8,0.1999999999999999,Ru0.80Ge0.20Ox,0,45,O,data\vacancies\MAT_092_vacancy_site0.cif,data\substituted_slabs\MAT_092_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_092,Ge,0.8,0.1999999999999999,Ru0.80Ge0.20Ox,1,37,O,data\vacancies\MAT_092_vacancy_site1.cif,data\substituted_slabs\MAT_092_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_092,Ge,0.8,0.1999999999999999,Ru0.80Ge0.20Ox,2,41,O,data\vacancies\MAT_092_vacancy_site2.cif,data\substituted_slabs\MAT_092_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_093,Ge,0.6,0.4,Ru0.60Ge0.40Ox,0,45,O,data\vacancies\MAT_093_vacancy_site0.cif,data\substituted_slabs\MAT_093_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_093,Ge,0.6,0.4,Ru0.60Ge0.40Ox,1,37,O,data\vacancies\MAT_093_vacancy_site1.cif,data\substituted_slabs\MAT_093_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_093,Ge,0.6,0.4,Ru0.60Ge0.40Ox,2,41,O,data\vacancies\MAT_093_vacancy_site2.cif,data\substituted_slabs\MAT_093_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_094,Ge,0.4,0.6,Ru0.40Ge0.60Ox,0,45,O,data\vacancies\MAT_094_vacancy_site0.cif,data\substituted_slabs\MAT_094_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_094,Ge,0.4,0.6,Ru0.40Ge0.60Ox,1,37,O,data\vacancies\MAT_094_vacancy_site1.cif,data\substituted_slabs\MAT_094_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_094,Ge,0.4,0.6,Ru0.40Ge0.60Ox,2,41,O,data\vacancies\MAT_094_vacancy_site2.cif,data\substituted_slabs\MAT_094_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_095,Ge,0.2,0.8,Ru0.20Ge0.80Ox,0,45,O,data\vacancies\MAT_095_vacancy_site0.cif,data\substituted_slabs\MAT_095_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_095,Ge,0.2,0.8,Ru0.20Ge0.80Ox,1,37,O,data\vacancies\MAT_095_vacancy_site1.cif,data\substituted_slabs\MAT_095_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_095,Ge,0.2,0.8,Ru0.20Ge0.80Ox,2,41,O,data\vacancies\MAT_095_vacancy_site2.cif,data\substituted_slabs\MAT_095_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_097,Sr,0.8,0.1999999999999999,Ru0.80Sr0.20Ox,0,45,O,data\vacancies\MAT_097_vacancy_site0.cif,data\substituted_slabs\MAT_097_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_097,Sr,0.8,0.1999999999999999,Ru0.80Sr0.20Ox,1,37,O,data\vacancies\MAT_097_vacancy_site1.cif,data\substituted_slabs\MAT_097_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_097,Sr,0.8,0.1999999999999999,Ru0.80Sr0.20Ox,2,41,O,data\vacancies\MAT_097_vacancy_site2.cif,data\substituted_slabs\MAT_097_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_098,Sr,0.6,0.4,Ru0.60Sr0.40Ox,0,45,O,data\vacancies\MAT_098_vacancy_site0.cif,data\substituted_slabs\MAT_098_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_098,Sr,0.6,0.4,Ru0.60Sr0.40Ox,1,37,O,data\vacancies\MAT_098_vacancy_site1.cif,data\substituted_slabs\MAT_098_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_098,Sr,0.6,0.4,Ru0.60Sr0.40Ox,2,41,O,data\vacancies\MAT_098_vacancy_site2.cif,data\substituted_slabs\MAT_098_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_099,Sr,0.4,0.6,Ru0.40Sr0.60Ox,0,45,O,data\vacancies\MAT_099_vacancy_site0.cif,data\substituted_slabs\MAT_099_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_099,Sr,0.4,0.6,Ru0.40Sr0.60Ox,1,37,O,data\vacancies\MAT_099_vacancy_site1.cif,data\substituted_slabs\MAT_099_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_099,Sr,0.4,0.6,Ru0.40Sr0.60Ox,2,41,O,data\vacancies\MAT_099_vacancy_site2.cif,data\substituted_slabs\MAT_099_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_100,Sr,0.2,0.8,Ru0.20Sr0.80Ox,0,45,O,data\vacancies\MAT_100_vacancy_site0.cif,data\substituted_slabs\MAT_100_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_100,Sr,0.2,0.8,Ru0.20Sr0.80Ox,1,37,O,data\vacancies\MAT_100_vacancy_site1.cif,data\substituted_slabs\MAT_100_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_100,Sr,0.2,0.8,Ru0.20Sr0.80Ox,2,41,O,data\vacancies\MAT_100_vacancy_site2.cif,data\substituted_slabs\MAT_100_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_102,Y,0.8,0.1999999999999999,Ru0.80Y0.20Ox,0,45,O,data\vacancies\MAT_102_vacancy_site0.cif,data\substituted_slabs\MAT_102_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_102,Y,0.8,0.1999999999999999,Ru0.80Y0.20Ox,1,37,O,data\vacancies\MAT_102_vacancy_site1.cif,data\substituted_slabs\MAT_102_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
